procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 133376 644544    924 1743828    0    0  1527    31  749  266 33  1 65  1  0 2026-08-13 14:07:55
 1  0 133376 644936    940 1749524    0    0   574    20  751  240 34  1 64  0  1 2026-08-13 14:08:05
 1  0 133376 653104    964 1765356    0    0  1579    25  712  221 33  1 65  0  0 2026-08-13 14:08:15
 5  0 133376 635464    972 1776996    0    0  1163    10  714  207 33  1 66  0  0 2026-08-13 14:08:25
 1  0 133376 628660    988 1788600    0    0  1160    42  703  203 33  1 65  1  0 2026-08-13 14:08:35
 1  0 133376 612784    996 1801004    0    0  1240     8  710  206 33  1 65  0  0 2026-08-13 14:08:45
 1  0 133376 607296   1004 1810792    0    0   979    11  715  216 33  1 65  0  0 2026-08-13 14:08:55
 1  0 133376 591672   1020 1821380    0    0  1059    31  724  215 33  1 65  0  0 2026-08-13 14:09:05
 1  0 133376 575796   1068 1833988    0    0  1255    30  743  248 34  1 64  0  1 2026-08-13 14:09:15
 1  0 133376 567984   1076 1844444    0    0  1046     7  732  224 33  1 65  1  0 2026-08-13 14:09:25
 1  0 133376 552864   1084 1855520    0    0  1107    14  717  212 33  1 65  0  0 2026-08-13 14:09:35
 1  0 133376 549516   1092 1868020    0    0  1250    13  735  230 33  1 65  1  0 2026-08-13 14:09:45
 1  0 133376 536412   1108 1880884    0    0  1286    24  723  218 33  1 65  0  0 2026-08-13 14:09:55
 1  0 133376 531876   1116 1887372    0    0   648     8  759  222 32  1 63  0  3 2026-08-13 14:10:05
 1  0 133376 516756   1148 1897636    0    0  1026    32  760  222 32  1 63  0  4 2026-08-13 14:10:15
 1  0 133376 509700   1156 1908412    0    0  1078     8  732  217 33  1 65  1  1 2026-08-13 14:10:25
 1  0 133376 492060   1164 1919604    0    0  1119    10  716  207 33  1 65  0  0 2026-08-13 14:10:35
 1  0 133376 487272   1172 1931228    0    0  1162    10  719  212 33  1 65  0  0 2026-08-13 14:10:45
 1  0 133376 478916   1188 1941856    0    0  1063    11  716  210 33  1 65  0  1 2026-08-13 14:10:55
 1  0 133376 465812   1196 1952704    0    0  1084    10  709  201 33  1 65  0  0 2026-08-13 14:11:05
 1  0 133376 456236   1236 1964472    0    0  1179    31  718  227 33  1 65  0  0 2026-08-13 14:11:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  1 133376 445012   1248 1976136    0    0  1166    32  750  236 34  1 63  0  2 2026-08-13 14:11:25
 1  0 133376 427876   1260 1987236    0    0  1109    22  719  211 33  1 65  0  1 2026-08-13 14:11:35
 2  0 133376 419812   1268 1996744    0    0   951    11  708  205 33  1 65  0  0 2026-08-13 14:11:45
 1  0 133376 410992   1276 2007528    0    0  1078    16  724  216 33  1 65  0  1 2026-08-13 14:11:55
 1  0 133376 403936   1292 2017404    0    0   987    12  726  216 33  1 65  1  1 2026-08-13 14:12:05
 1  0 133376 395116   1316 2024212    0    0   681    24  735  223 33  1 64  0  1 2026-08-13 14:12:15
 1  0 133376 383524   1324 2034724    0    0  1051    10  726  216 33  1 65  1  1 2026-08-13 14:12:25
 1  0 133376 372688   1332 2045796    0    0  1107    17  704  197 33  1 65  0  0 2026-08-13 14:12:35
 1  0 133376 356812   1340 2061748    0    0  1597    10  762  257 33  1 65  1  0 2026-08-13 14:12:45
 1  0 133376 348244   1348 2073720    0    0  1195    11  750  248 33  1 65  0  0 2026-08-13 14:12:55
 1  0 133376 334064   1356 2085184    0    0  1146    10  731  218 34  1 64  0  0 2026-08-13 14:13:05
 1  0 133376 317936   1380 2096960    0    0  1177    29  711  215 33  1 65  0  0 2026-08-13 14:13:15
 1  0 133376 309620   1388 2108324    0    0  1136    11  720  216 33  1 65  0  1 2026-08-13 14:13:25
 1  0 133376 300044   1396 2120956    0    0  1250    31  723  220 33  1 65  0  0 2026-08-13 14:13:35
 1  0 133376 285932   1404 2131276    0    0  1034    12  712  208 33  1 65  0  0 2026-08-13 14:13:45
 1  0 133376 277364   1412 2142988    0    0  1169    11  725  221 33  1 64  1  1 2026-08-13 14:13:55
 2  0 133376 263328   1420 2153860    0    0  1087     6  724  216 33  1 65  0  1 2026-08-13 14:14:05
 3  0 133376 136184   1460 1673896    0    0   738    38  961  361 37  9 53  0  1 2026-08-13 14:14:15
 1  0 133376 848220   1468 1543304    0    0   951     6  872  392 35  4 60  0  1 2026-08-13 14:14:25
 1  0 133376 840156   1476 1555840    0    0  1253    28  719  220 33  1 65  1  0 2026-08-13 14:14:35
 1  0 133376 826696   1484 1567088    0    0  1125    12  725  221 33  1 65  0  0 2026-08-13 14:14:45
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 133376 819876   1492 1578264    0    0  1120    10  724  214 33  1 65  0  1 2026-08-13 14:14:55
 1  0 133376 807024   1500 1589624    0    0  1136     8  777  268 33  1 64  0  1 2026-08-13 14:15:05
 1  0 133376 790392   1532 1600868    0    0  1120    25  779  274 33  1 64  0  1 2026-08-13 14:15:15
 1  0 133376 783336   1540 1612216    0    0  1135    31  707  203 33  1 65  0  1 2026-08-13 14:15:25
 1  0 133376 767460   1548 1624472    0    0  1225     9  719  213 33  1 65  1  1 2026-08-13 14:15:35
 1  0 133376 760404   1556 1635004    0    0  1056     9  735  220 33  1 64  1  1 2026-08-13 14:15:45
 1  0 133376 752340   1564 1640612    0    0   558    10  708  200 33  1 65  0  1 2026-08-13 14:15:55
 1  0 133376 737220   1572 1651212    0    0  1060    14  733  211 33  1 65  0  1 2026-08-13 14:16:05
 1  0 133376 730164   1596 1662784    0    0  1157    22  720  218 33  1 65  1  0 2026-08-13 14:16:15
 2  0 133376 721876   1612 1674920    0    0  1221    10  702  205 33  1 65  0  0 2026-08-13 14:16:25
 1  0 133376 707520   1636 1689372    0    0  1437    20  740  244 34  1 64  0  0 2026-08-13 14:16:35
 1  0 133376 690384   1644 1700724    0    0  1135    13  720  221 34  1 65  0  0 2026-08-13 14:16:45
 1  0 133376 679296   1660 1712004    0    0  1128    35  705  211 33  1 65  0  0 2026-08-13 14:16:55
 1  0 133376 673272   1668 1723296    0    0  1129    11  721  210 34  1 65  0  0 2026-08-13 14:17:05
 1  0 133376 657648   1700 1736860    0    0  1356    34  730  227 33  1 65  1  1 2026-08-13 14:17:15
 1  0 133376 646560   1708 1748612    0    0  1175    11  719  215 33  1 65  1  0 2026-08-13 14:17:25
 1  0 133376 636480   1716 1758256    0    0   964    23  699  200 34  1 65  0  0 2026-08-13 14:17:35
 1  0 133376 625392   1724 1771148    0    0  1289    12  702  207 33  1 65  0  0 2026-08-13 14:17:45
 1  0 133376 605736   1732 1785644    0    0  1450    10  710  210 33  1 65  0  0 2026-08-13 14:17:55
 1  0 133376 601460   1748 1797860    0    0  1221    18  752  260 34  1 64  1  0 2026-08-13 14:18:05
 1  0 133376 597744   1772 1808684    0    0  1082    32  721  224 33  1 65  0  0 2026-08-13 14:18:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 133376 582624   1780 1820724    0    0  1205    10  717  216 33  1 65  1  0 2026-08-13 14:18:25
 1  0 133376 580860   1788 1830536    0    0   980    43  705  204 33  1 65  0  0 2026-08-13 14:18:35
 1  0 133376 567000   1804 1842036    0    0  1150    19  717  213 33  1 65  0  0 2026-08-13 14:18:45
 1  0 133376 559944   1812 1851692    0    0   966    12  701  201 33  1 65  0  0 2026-08-13 14:18:55
 1  0 133376 544320   1820 1866804    0    0  1511     5  723  213 33  1 65  1  0 2026-08-13 14:19:05
 1  0 133376 528192   1876 1878728    0    0  1186    48  747  255 33  1 65  1  0 2026-08-13 14:19:15
 1  0 133376 526320   1884 1891412    0    0  1271    10  727  225 33  1 65  0  0 2026-08-13 14:19:25
 1  0 133376 510192   1892 1902912    0    0  1147    12  713  221 34  1 65  0  0 2026-08-13 14:19:35
 1  0 133376 502380   1900 1912248    0    0   934     9  699  203 33  1 65  0  0 2026-08-13 14:19:45
 1  0 133376 492664   1908 1923460    0    0  1121    23  776  291 33  1 65  0  0 2026-08-13 14:19:55
 1  0 133376 476788   1924 1934852    0    0  1139    27  724  214 33  1 64  0  1 2026-08-13 14:20:05
 1  0 133376 473008   1948 1945536    0    0  1068    22  718  218 33  1 64  1  1 2026-08-13 14:20:15
 1  0 133376 462424   1956 1957792    0    0  1226     8  718  209 33  1 65  1  0 2026-08-13 14:20:25
 1  0 133376 448312   1964 1969184    0    0  1139    13  693  195 33  1 65  0  0 2026-08-13 14:20:35
 1  0 133376 437476   1972 1980268    0    0  1111     9  700  200 33  1 65  0  0 2026-08-13 14:20:45
 1  0 133376 422860   1980 1991912    0    0  1162     9  696  203 33  1 65  0  0 2026-08-13 14:20:55
 1  0 133376 414796   1988 2003232    0    0  1132    13  705  200 33  1 65  0  0 2026-08-13 14:21:05
 1  0 133376 398920   2020 2015840    0    0  1262    26  717  229 33  1 65  0  0 2026-08-13 14:21:15
 1  0 133376 391108   2028 2026552    0    0  1071    10  704  208 33  1 65  0  1 2026-08-13 14:21:25
 0  1 133376 380020   2044 2040384    0    0  1387    11  709  210 34  1 65  0  0 2026-08-13 14:21:35
 1  0 133376 367924   2052 2052360    0    0  1192    13  714  210 33  1 65  0  0 2026-08-13 14:21:45
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 133376 361856   2068 2060488    1    0   815    30  725  226 34  1 64  0  1 2026-08-13 14:21:55
 1  0 133376 345728   2076 2072880    0    0  1239    10  734  218 33  1 64  1  1 2026-08-13 14:22:05
 1  0 133376 338672   2100 2081708    0    0   886    30  710  214 33  1 65  0  1 2026-08-13 14:22:15
 1  0 133376 322544   2108 2093412    0    0  1172    10  724  211 33  1 65  1  0 2026-08-13 14:22:25
 1  0 133376 315488   2116 2103448    0    0   999    10  697  201 34  1 65  0  0 2026-08-13 14:22:35
 1  0 133376 307424   2124 2115116    0    0  1170    10  691  195 33  1 66  0  0 2026-08-13 14:22:45
 1  0 133376 290036   2132 2130032    0    0  1489    10  704  204 33  1 65  0  0 2026-08-13 14:22:55
 1  0 133376 281720   2140 2140772    0    0  1074    11  713  207 33  1 65  0  0 2026-08-13 14:23:05
 2  0 133376 265340   2172 2154184    0    0  1341    26  721  220 33  1 64  1  0 2026-08-13 14:23:15
 1  0 133376 249212   2180 2163204    0    0   902    16  707  200 33  1 65  0  1 2026-08-13 14:23:25
 1  0 133376 241652   2188 2175576    0    0  1237    12  715  215 33  1 65  1  0 2026-08-13 14:23:35
 1  0 133376 235420   2196 2187164    0    0  1161    13  714  219 34  1 65  0  0 2026-08-13 14:23:45
 1  0 133376 223072   2212 2198464    0    0  1130    27  703  208 34  1 65  0  0 2026-08-13 14:23:55
 1  0 133376 207196   2220 2210172    0    0  1168    13  719  214 33  1 65  1  0 2026-08-13 14:24:05
 1  0 133376 200560   2244 2222732    0    0  1254    23  777  285 34  1 65  0  0 2026-08-13 14:24:15
 1  1 133376 783324   2256 1597712    0    0   810    25 1013  477 39  9 52  0  0 2026-08-13 14:24:25
 1  0 133376 791652   2268 1611236    0    0  1354    11  721  221 33  1 65  1  0 2026-08-13 14:24:35
 1  0 133376 781824   2276 1621880    0    0  1064    18  706  207 34  1 65  0  0 2026-08-13 14:24:45
 1  0 133376 770736   2284 1633696    0    0  1179     9  709  204 33  1 65  0  0 2026-08-13 14:24:55
 1  0 133376 747552   2292 1647536    0    0  1386     9  739  233 33  1 65  1  0 2026-08-13 14:25:05
 1  0 133376 739740   2324 1655996    0    0   841    25  759  263 33  1 65  0  1 2026-08-13 14:25:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 133376 723612   2332 1669412    0    0  1342    17  724  214 33  1 64  1  0 2026-08-13 14:25:25
 1  0 133376 715800   2340 1679364    0    0   995    13  763  266 33  1 65  0  0 2026-08-13 14:25:35
 1  0 133376 700176   2348 1694736    0    0  1546     9  712  211 33  1 65  0  0 2026-08-13 14:25:45
 0  1 133376 685056   2356 1707620    0    0  1280     9  701  202 33  1 65  0  1 2026-08-13 14:25:55
 1  0 133376 677496   2364 1717984    0    0  1039     9  717  212 33  1 65  0  0 2026-08-13 14:26:05
 0  1 133376 669936   2396 1728824    0    0  1081    32  703  205 34  1 65  0  1 2026-08-13 14:26:15
 1  0 133376 661872   2404 1735752    0    0   693     9  706  202 33  1 65  0  1 2026-08-13 14:26:25
 1  0 133376 646752   2412 1751256    0    0  1552     9  699  200 33  1 65  0  0 2026-08-13 14:26:35
 1  0 133376 631128   2420 1764132    0    0  1285    10  706  207 33  1 65  0  0 2026-08-13 14:26:45
 1  0 133376 629112   2444 1774684    0    0  1055    30  710  218 34  1 65  0  0 2026-08-13 14:26:55
 1  0 133376 618276   2452 1786040    0    0  1135    10  719  220 33  1 65  0  0 2026-08-13 14:27:05
 1  0 133376 606684   2476 1797096    0    0  1108    23  705  210 33  1 65  0  0 2026-08-13 14:27:15
 1  0 133376 592824   2484 1807700    0    0  1058    19  720  212 33  1 64  0  1 2026-08-13 14:27:25
 1  0 133376 579216   2492 1821464    0    0  1376    10  731  223 33  1 65  0  0 2026-08-13 14:27:35
 1  0 133376 569388   2500 1830684    0    0   924    11  706  208 33  1 65  0  0 2026-08-13 14:27:45
 1  0 133376 556284   2508 1842320    0    0  1164    12  699  200 33  1 65  0  0 2026-08-13 14:27:55
 1  0 133376 544440   2516 1851956    0    0   963    11  734  219 33  1 65  0  1 2026-08-13 14:28:05
 1  0 133376 536628   2540 1861520    0    0   954    24  706  214 33  1 65  0  0 2026-08-13 14:28:15
 1  0 133376 528032   2560 1873744    0    0  1226    18  727  242 34  1 65  0  0 2026-08-13 14:28:25
 1  0 133376 512408   2568 1887844    0    0  1413     8  701  200 33  1 65  0  0 2026-08-13 14:28:35
 1  0 133376 496784   2576 1902780    0    0  1492    20  709  209 33  1 65  0  0 2026-08-13 14:28:45
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 133376 481664   2592 1913912    0    0  1108    40  705  207 33  1 65  0  0 2026-08-13 14:28:55
 1  0 133376 474104   2600 1924936    0    0  1104     8  717  208 33  1 65  0  0 2026-08-13 14:29:05
 1  0 133376 474104   2672 1936660    0    0  1163    44  756  264 33  1 65  1  0 2026-08-13 14:29:15
 1  0 133376 466292   2680 1947596    0    0  1096     6  708  212 33  1 65  0  0 2026-08-13 14:29:25
 1  0 133376 449916   2688 1959132    0    0  1150    24  737  232 33  1 65  1  0 2026-08-13 14:29:35
 1  0 133376 444968   2696 1971104    0    0  1194    26  715  213 33  1 65  0  0 2026-08-13 14:29:45
 1  0 133376 431864   2712 1983512    0    0  1241    10  718  219 33  1 65  0  0 2026-08-13 14:29:55
 1  0 133376 416744   2720 1998300    0    0  1485     8  752  229 33  1 65  1  0 2026-08-13 14:30:05
 1  0 133376 408932   2744 2006112    0    0   777    29  708  211 33  1 65  0  1 2026-08-13 14:30:15
 1  0 133376 392048   2752 2021908    0    0  1577     8  717  211 33  1 65  0  0 2026-08-13 14:30:25
 1  0 133376 384236   2760 2032176    0    0  1027     8  698  198 33  1 65  0  0 2026-08-13 14:30:35
 1  0 133376 374660   2776 2042836    0    0  1067    16  706  204 33  1 65  0  0 2026-08-13 14:30:45
 1  0 133376 361556   2784 2054608    0    0  1176     6  712  215 34  1 65  0  0 2026-08-13 14:30:55
 1  0 133376 346436   2792 2065848    0    0  1124     8  713  209 33  1 65  0  0 2026-08-13 14:31:05
 1  0 133376 339380   2824 2077380    0    0  1154    29  703  210 33  1 65  0  0 2026-08-13 14:31:15
 1  0 133376 329804   2832 2087796    0    0  1044    10  732  219 33  1 65  1  1 2026-08-13 14:31:25
 1  0 133376 314684   2840 2098568    0    0  1074     9  704  202 33  1 65  0  0 2026-08-13 14:31:35
 1  0 133376 302840   2848 2110160    0    0  1159    10  727  229 33  1 65  0  0 2026-08-13 14:31:45
 1  0 133376 294776   2856 2122508    0    0  1234    16  727  223 33  1 65  1  0 2026-08-13 14:31:55
 1  0 133376 279656   2864 2133720    0    0  1121    12  798  293 33  1 65  0  1 2026-08-13 14:32:05
 2  0 133376 271340   2896 2144176    0    0  1045    24  707  208 33  1 64  1  0 2026-08-13 14:32:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0 133376 271940   2912 2155584    0    0  1141    28  731  235 34  1 64  0  0 2026-08-13 14:32:25
 2  0 133376 255308   2920 2166920    0    0  1136    21  711  211 33  1 65  1  0 2026-08-13 14:32:35
 2  0 133376 247244   2928 2178464    0    0  1152    10  711  209 33  1 65  0  0 2026-08-13 14:32:45
 1  0 133376 232376   2936 2190432    0    0  1200    23  701  201 33  1 65  0  0 2026-08-13 14:32:55
 2  0 133376 224312   2944 2201264    0    0  1083    11  736  213 33  1 64  0  2 2026-08-13 14:33:05
 1  0 133376 216048   2968 2211408    0    0  1012    30  777  237 32  1 62  1  3 2026-08-13 14:33:15
 2  0 133376 208236   2984 2217684    0    0   628    32  790  220 32  1 61  0  6 2026-08-13 14:33:25
 1  0 133376 192360   2992 2227500    0    0   981     7  761  213 33  1 62  0  4 2026-08-13 14:33:35
 1  0 133376 189588   3000 2238056    0    0  1056    13  729  220 33  1 65  1  0 2026-08-13 14:33:45
 2  0 133376 176164   3008 2249148    0    0  1109    14  720  216 34  1 65  0  1 2026-08-13 14:33:55
 2  0 133376 166612   3024 2260424    0    0  1130    12  741  229 33  1 64  0  1 2026-08-13 14:34:05
 2  0 133376 155524   3048 2271460    0    0  1098    22  794  307 33  1 65  0  0 2026-08-13 14:34:15
 2  0 133376 143176   3056 2283412    0    0  1195    38  716  216 33  1 65  0  0 2026-08-13 14:34:25
 3  0 133376 747672   3064 1633876    0    0   593    10  998  455 38  9 53  0  0 2026-08-13 14:34:35
 1  0 133376 757364   3072 1644784    0    0  1082     9  745  210 34  4 61  0  0 2026-08-13 14:34:45
