procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 134400 574612   4744 1822720    0    0   844    10  707  207 33  1 65  0  0 2026-08-13 13:27:35
 1  0 134400 563020   4752 1836920    0    0  1422    11  726  226 33  1 65  0  0 2026-08-13 13:27:45
 1  0 134400 551428   4760 1846604    0    0   968    11  727  223 33  1 65  1  0 2026-08-13 13:27:55
 1  0 134400 543364   4784 1856116    0    0   957    33  726  212 33  1 65  0  1 2026-08-13 13:28:05
 1  0 134400 528244   4792 1867100    0    0  1099     7  702  201 33  1 65  0  0 2026-08-13 13:28:15
 1  0 134400 520268   4800 1879004    0    0  1182    11  731  229 33  1 65  0  0 2026-08-13 13:28:25
 4  0 134400 509180   4808 1888128    0    0   922    26  705  206 33  1 66  0  0 2026-08-13 13:28:35
 1  0 134400 493052   4816 1895900    0    0   770    16  707  206 33  1 65  0  0 2026-08-13 13:28:45
 1  0 134400 488516   4824 1905736    0    0   989    12  731  229 33  1 64  0  1 2026-08-13 13:28:55
 1  0 134400 471632   4872 1918164    0    0  1243    36  749  230 33  1 64  1  1 2026-08-13 13:29:05
 1  0 134400 469868   4880 1925132    0    0   682    12  742  218 33  1 64  0  2 2026-08-13 13:29:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 134400 464408   4888 1936256    0    0  1122     6  725  223 33  1 65  0  0 2026-08-13 13:29:25
 1  0 134400 449288   4904 1945636    0    0   938    36  729  225 33  1 65  1  0 2026-08-13 13:29:35
 1  0 134400 441728   4912 1956804    0    0  1107     8  706  202 33  1 65  0  0 2026-08-13 13:29:45
 1  0 134400 429632   4920 1967780    0    0  1100    10  722  227 33  1 65  1  0 2026-08-13 13:29:55
 1  0 134400 418796   4952 1979068    0    0  1132    28  743  235 33  1 65  1  1 2026-08-13 13:30:05
 1  0 134400 412620   4968 1987304    0    0   818    26  768  268 34  1 64  0  0 2026-08-13 13:30:15
 1  0 134400 397500   4976 2002540    0    0  1526     6  760  257 33  1 65  1  0 2026-08-13 13:30:25
 1  0 134400 389436   4984 2012700    0    0  1013    17  701  200 33  1 65  0  0 2026-08-13 13:30:35
 1  0 134400 387672   4992 2021820    0    0   920    10  706  207 33  1 65  0  0 2026-08-13 13:30:45
 1  0 134400 369780   5000 2032940    1    0  1103    10  722  232 33  1 65  0  0 2026-08-13 13:30:55
 1  0 134400 361716   5040 2043244    0    0  1033    32  730  220 33  1 65  0  0 2026-08-13 13:31:05
 1  0 134400 349872   5048 2052044    0    0   880    12  704  200 34  1 65  0  0 2026-08-13 13:31:15
 1  0 134400 341052   5056 2063864    0    0  1183    10  713  208 33  1 65  0  0 2026-08-13 13:31:25
 1  0 134400 327192   5064 2075820    0    0  1194    10  718  211 33  1 64  1  0 2026-08-13 13:31:35
 1  0 134400 317364   5072 2084888    0    0   910    16  716  208 33  1 65  0  0 2026-08-13 13:31:45
 0  1 134400 313700   5088 2093220    0    0   836    31  739  243 34  1 64  0  1 2026-08-13 13:31:55
 1  0 134400 305404   5112 2099460    0    0   619    24  746  227 33  1 64  0  1 2026-08-13 13:32:05
 1  0 134400 297592   5120 2108664    0    0   924     6  709  206 33  1 65  0  0 2026-08-13 13:32:15
 1  0 134400 278188   5128 2122216    0    0  1354    19  715  205 34  1 65  0  0 2026-08-13 13:32:25
 1  0 134400 269620   5136 2130956    0    0   878    23  702  195 33  1 65  0  1 2026-08-13 13:32:35
 1  0 134400 258788   5152 2140988    4    0   998    28  724  221 33  1 64  1  0 2026-08-13 13:32:45
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 134400 246692   5160 2152076    0    0  1108     8  715  214 33  1 65  0  1 2026-08-13 13:32:55
 2  0 134400 241148   5208 2160988    0    0   896    43  738  232 33  1 64  1  1 2026-08-13 13:33:05
 1  0 134400 233588   5216 2165668    0    0   457    11  754  242 33  1 64  1  1 2026-08-13 13:33:15
 1  0 134400 221744   5224 2173940    0    0   831    13  736  217 33  1 64  1  1 2026-08-13 13:33:25
 1  0 134400 126948   5232 1579176    0    0   912    13  944  353 37  7 55  1  0 2026-08-13 13:33:35
 2  0 134400 806040   5248 1587896    0    0   880    29  814  359 33  2 63  1  0 2026-08-13 13:33:45
 1  0 134400 797472   5256 1596296    0    0   831    15  721  220 33  1 65  0  1 2026-08-13 13:33:55
 1  1 134400 786384   5264 1605560    0    0   928     6  752  232 33  1 65  1  1 2026-08-13 13:34:05
 1  0 134400 778572   5308 1615144    0    0   949    51  766  272 33  1 65  0  1 2026-08-13 13:34:15
 1  0 134400 769848   5324 1624104    0    0   893    10  727  231 33  1 65  0  0 2026-08-13 13:34:25
 1  0 134400 759768   5332 1634656    0    0  1063    22  736  222 33  1 65  1  0 2026-08-13 13:34:35
 1  0 134400 748708   5340 1643712    0    0   901    16  775  272 33  1 65  0  0 2026-08-13 13:34:45
 1  0 134400 738628   5348 1652740    0    0   903     8  708  205 34  1 64  0  1 2026-08-13 13:34:55
 1  0 134400 733336   5356 1661396    0    0   860     8  727  217 33  1 65  0  1 2026-08-13 13:35:05
 2  0 134400 729556   5388 1670808    0    0   944    24  715  222 33  1 65  0  0 2026-08-13 13:35:15
 1  0 134400 721020   5412 1679908    0    0   913    36  731  229 34  1 64  0  0 2026-08-13 13:35:25
 2  0 134400 705396   5420 1691864    0    0  1197    10  714  209 33  1 65  0  0 2026-08-13 13:35:35
 1  0 134400 696828   5428 1701504    0    0   962    12  702  199 33  1 65  0  0 2026-08-13 13:35:45
 1  0 134400 696828   5436 1711636    0    0  1016     9  735  237 33  1 65  0  1 2026-08-13 13:35:55
 1  0 134400 689268   5444 1720208    0    0   861    10  726  210 34  1 65  0  0 2026-08-13 13:36:05
 1  0 134400 677676   5476 1729652    0    0   937    26  718  217 33  1 65  0  0 2026-08-13 13:36:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 134400 670620   5484 1739284    0    0   967    15  715  209 33  1 65  0  0 2026-08-13 13:36:25
 1  0 134400 662808   5492 1748060    0    0   880    10  713  210 33  1 64  2  0 2026-08-13 13:36:35
 1  0 134400 650964   5500 1760780    0    0  1263    10  710  206 33  1 65  0  0 2026-08-13 13:36:45
 1  0 134400 638616   5508 1772692    1    0  1186    30  745  270 33  1 64  1  0 2026-08-13 13:36:55
 1  0 134400 630584   5524 1779632    0    0   686    20  757  238 34  1 64  0  1 2026-08-13 13:37:05
 1  0 134400 619244   5548 1787420    0    0   779    24  706  211 33  1 65  0  0 2026-08-13 13:37:15
 1  0 134400 610928   5556 1794928    0    0   750    11  707  205 33  1 65  0  1 2026-08-13 13:37:25
 1  0 134400 606140   5564 1804804    0    0   988    26  722  218 33  1 65  1  0 2026-08-13 13:37:35
 1  0 134400 594044   5572 1811176    0    0   640    16  708  210 33  1 65  0  0 2026-08-13 13:37:45
 1  0 134400 590264   5580 1818272    0    0   706    11  726  217 33  1 65  0  2 2026-08-13 13:37:55
 1  0 134400 586484   5588 1826096    0    0   782    11  786  238 32  1 63  1  3 2026-08-13 13:38:05
 1  0 134400 570608   5612 1834164    0    0   807    28  716  209 33  1 65  0  1 2026-08-13 13:38:15
 1  0 134400 559772   5620 1843936    0    0   977    12  717  211 33  1 65  0  0 2026-08-13 13:38:25
 1  0 134400 551708   5628 1852632    0    0   872    12  713  208 33  1 65  0  0 2026-08-13 13:38:35
 1  0 134400 546164   5636 1862432    0    0   979    11  715  212 33  1 65  1  1 2026-08-13 13:38:45
 1  0 134400 542820   5652 1871480    0    0   908    18  734  240 34  1 64  0  0 2026-08-13 13:38:55
 1  0 134400 531984   5660 1879948    0    0   845     2  720  212 33  1 65  0  0 2026-08-13 13:39:05
 1  0 134400 522408   5716 1888308    0    0   826    41  790  303 33  1 65  1  0 2026-08-13 13:39:15
 1  0 134400 514344   5724 1896844    0    0   863    28  723  224 33  1 65  0  1 2026-08-13 13:39:25
 1  0 134400 509048   5740 1905268    0    0   833    11  798  306 34  1 64  0  0 2026-08-13 13:39:35
 1  0 134400 493676   5748 1914416    0    0   924    11  715  210 33  1 65  0  1 2026-08-13 13:39:45
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 134400 488132   5756 1925008    0    0  1053     8  716  215 33  1 65  0  0 2026-08-13 13:39:55
 1  0 134400 476036   5764 1933252    0    0   820    29  722  215 33  1 65  0  1 2026-08-13 13:40:05
 1  0 134400 468224   5788 1941652    0    0   846    23  714  218 33  1 65  0  0 2026-08-13 13:40:15
 1  0 134400 456380   5796 1951352    0    0   964     9  722  220 33  1 65  1  0 2026-08-13 13:40:25
 1  0 134400 443784   5804 1959984    0    0   866     8  725  218 33  1 65  0  0 2026-08-13 13:40:35
 1  0 134400 441976   5820 1970968    0    0  1104    20  719  217 33  1 65  0  0 2026-08-13 13:40:45
 1  0 134400 433156   5828 1980560    0    0   958    20  723  228 33  1 65  1  0 2026-08-13 13:40:55
 1  0 134400 425596   5836 1988180    0    0   760     9  715  208 33  1 65  0  0 2026-08-13 13:41:05
 1  0 134400 409468   5868 2000900    0    0  1270    33  720  222 33  1 64  1  0 2026-08-13 13:41:15
 2  0 134400 405688   5876 2007772    0    0   689    10  790  298 33  1 65  0  0 2026-08-13 13:41:25
 1  0 134400 393088   5884 2017016    0    0   923    10  712  206 33  1 65  0  0 2026-08-13 13:41:35
 2  0 134400 388300   5892 2025284    0    0   823    11  707  203 33  1 65  0  0 2026-08-13 13:41:45
 1  0 134400 370408   5900 2036916    0    0  1167    10  730  226 33  1 64  1  1 2026-08-13 13:41:55
 1  0 134400 365620   5908 2045044    0    0   808    11  746  216 33  1 64  0  2 2026-08-13 13:42:05
 1  0 134400 353780   5932 2055704    0    0  1072    30  733  228 33  1 64  0  1 2026-08-13 13:42:15
 1  0 134400 348944   5940 2063712    0    0   803    26  713  210 34  1 65  0  0 2026-08-13 13:42:25
 1  0 134400 336596   5956 2075476    0    0  1168    18  721  213 33  1 65  1  0 2026-08-13 13:42:35
 1  0 134400 326516   5964 2082692    0    0   724    10  698  203 33  1 65  0  0 2026-08-13 13:42:45
 1  0 134400 310640   5972 2094408    0    0  1169    22  724  228 33  1 65  0  0 2026-08-13 13:42:55
 1  0 134400 309632   5980 2102876    0    0   846    17  724  209 33  1 65  0  0 2026-08-13 13:43:05
 1  0 134400 299852   6004 2112560    0    0   968    30  733  223 33  1 65  1  1 2026-08-13 13:43:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 134400 286748   6012 2122408    0    0   985    11  729  215 33  1 63  1  2 2026-08-13 13:43:25
 1  0 134400 277928   6020 2132536    0    0  1012    11  712  212 33  1 65  0  0 2026-08-13 13:43:35
 1  0 134400 145012   6028 1717540    0    0   384    13  899  310 37  7 55  0  1 2026-08-13 13:43:45
 1  0 134400 840916   5520 1550192    0    0   848    12  876  399 35  4 60  1  1 2026-08-13 13:43:55
 1  0 134400 828472   5528 1560196    0    0   998     6  765  244 34  1 63  1  1 2026-08-13 13:44:05
 1  0 134400 823032   5560 1568784    0    0   849    53  741  246 34  1 64  0  0 2026-08-13 13:44:15
 1  0 134400 811468   5568 1579164    0    0  1042    14  711  204 33  1 65  0  0 2026-08-13 13:44:25
 1  0 134400 799120   5576 1588264    0    0   907     9  712  206 33  1 65  0  0 2026-08-13 13:44:35
 2  0 134400 798616   5584 1598328    0    0  1005    20  727  221 33  1 65  0  0 2026-08-13 13:44:45
 1  0 134400 811460   5592 1605284    0    0   704    24  731  227 33  1 64  0  1 2026-08-13 13:44:55
 2  0 134400 802892   5600 1614476    0    0   912    10  731  208 33  1 65  0  2 2026-08-13 13:45:05
 1  0 134400 796088   5632 1623344    0    0   886    25  728  216 33  1 64  0  2 2026-08-13 13:45:15
 1  0 134400 788024   5640 1631152    0    0   779     8  756  224 32  1 63  1  2 2026-08-13 13:45:25
 1  0 134400 782732   5648 1636528    0    0   537    12  750  253 33  1 65  0  0 2026-08-13 13:45:35
 1  0 134400 770388   5664 1646872    0    0  1034    11  762  266 33  1 65  0  0 2026-08-13 13:45:45
 2  0 134400 761296   5680 1657040    0    0  1009    27  796  308 33  1 65  0  1 2026-08-13 13:45:55
 1  0 134400 754240   5688 1665240    0    0   817    15  722  208 33  1 65  0  0 2026-08-13 13:46:05
 1  0 134400 740632   5712 1677704    0    0  1246    28  719  223 33  1 65  0  0 2026-08-13 13:46:15
 1  0 134400 726772   5720 1690180    0    0  1250    10  719  211 33  1 65  0  0 2026-08-13 13:46:25
 1  0 134400 717448   5728 1699212    0    0   901     9  715  211 33  1 65  0  0 2026-08-13 13:46:35
 1  0 134400 706612   5736 1707408    0    0   820    14  719  213 33  1 65  0  0 2026-08-13 13:46:45
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 134400 699808   5744 1717588    0    0  1018    14  721  225 33  1 65  0  0 2026-08-13 13:46:55
 1  0 134400 692248   5752 1727564    0    0  1001    11  728  211 33  1 65  1  0 2026-08-13 13:47:05
 1  0 134400 676372   5776 1737424    0    0   990    23  701  205 33  1 65  0  0 2026-08-13 13:47:15
 1  0 134400 672376   5792 1747032    0    0   959    44  752  254 33  1 63  1  1 2026-08-13 13:47:25
 1  0 134400 660896   5800 1758452    0    0  1139    10  726  218 33  1 65  0  0 2026-08-13 13:47:35
 1  0 134400 645776   5808 1771196    0    0  1275    24  716  208 33  1 65  0  0 2026-08-13 13:47:45
 2  0 134400 638000   5816 1781684    0    0  1053    12  730  233 33  1 65  1  0 2026-08-13 13:47:55
 1  0 134400 626408   5832 1791916    0    0  1030    30  726  210 33  1 65  0  0 2026-08-13 13:48:05
 1  0 134400 618848   5864 1800184    0    0   813    30  719  223 33  1 65  0  0 2026-08-13 13:48:15
 1  0 134400 611708   5872 1809148    0    0   899    10  732  227 33  1 64  1  0 2026-08-13 13:48:25
 1  0 134400 603896   5888 1817332    0    0   814    25  698  198 33  1 65  0  0 2026-08-13 13:48:35
 1  0 134400 589784   5896 1827856    0    0  1051    13  707  208 33  1 65  0  0 2026-08-13 13:48:45
 1  0 134400 581972   5904 1836048    0    0   819    11  718  218 33  1 65  0  1 2026-08-13 13:48:55
 2  0 134400 574412   5912 1844672    0    0   868     6  734  217 34  1 64  0  1 2026-08-13 13:49:05
 1  0 134400 564280   5960 1856008    0    0  1125    48  762  255 33  1 62  2  1 2026-08-13 13:49:15
 1  0 134400 552688   5976 1865432    0    0   943    31  737  230 33  1 64  1  0 2026-08-13 13:49:25
 1  0 134400 544628   5984 1873748    0    0   828    11  742  229 33  1 64  1  0 2026-08-13 13:49:35
 1  0 134400 533036   5992 1882596    0    0   885     8  716  210 33  1 65  0  0 2026-08-13 13:49:45
 1  0 134400 519176   6000 1894268    0    0  1168     8  720  221 33  1 65  0  0 2026-08-13 13:49:55
 1  0 134400 517496   6008 1902568    0    0   830    24  758  241 33  1 64  1  1 2026-08-13 13:50:05
 1  0 134400 505148   6032 1911596    0    0   907    22  725  227 33  1 65  0  0 2026-08-13 13:50:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 134400 497084   6040 1919624    0    0   800    17  723  216 33  1 65  1  0 2026-08-13 13:50:25
 1  0 134400 488516   6048 1928368    0    0   875    10  717  215 33  1 65  0  0 2026-08-13 13:50:35
 1  0 134400 478436   6056 1937568    0    0   916     9  710  205 33  1 65  0  1 2026-08-13 13:50:45
 1  0 134400 470944   6080 1946484    0    0   899    16  746  244 33  1 64  0  1 2026-08-13 13:50:55
 1  0 134400 463132   6088 1955620    0    0   909    14  742  219 33  1 65  1  0 2026-08-13 13:51:05
 1  0 134400 452296   6120 1964340    0    0   874    25  718  221 33  1 65  0  0 2026-08-13 13:51:15
 1  0 134400 440228   6128 1974912    0    0  1053    22  710  207 33  1 65  0  0 2026-08-13 13:51:25
 2  0 134400 439376   6136 1983316    0    0   843    10  708  207 33  1 65  1  0 2026-08-13 13:51:35
 1  0 134400 427280   6144 1991860    0    0   859    14  738  218 33  1 64  0  2 2026-08-13 13:51:45
 1  0 134400 408632   6152 2002588    0    0  1063    10  712  213 33  1 65  0  0 2026-08-13 13:51:55
 1  0 134400 397796   6160 2013032    0    0  1046    10  738  214 33  1 64  0  2 2026-08-13 13:52:05
 1  0 134400 384944   6192 2022848    0    0   980    34  719  223 33  1 65  0  0 2026-08-13 13:52:15
 1  0 134400 380660   6200 2032800    0    0  1002    10  708  207 33  1 65  0  0 2026-08-13 13:52:25
 1  0 134400 378904   6208 2042480    0    0   965    10  739  232 33  1 64  1  0 2026-08-13 13:52:35
 1  0 134400 365248   6224 2053576    0    0  1106    40  737  238 33  1 64  1  0 2026-08-13 13:52:45
 1  0 134400 348616   6232 2066620    0    0  1317    13  715  214 33  1 65  0  0 2026-08-13 13:52:55
 1  0 134400 344836   6240 2076596    0    0   986    11  720  208 33  1 65  0  1 2026-08-13 13:53:05
 1  0 134400 328960   6264 2086392    0    0   982    30  708  213 34  1 65  0  0 2026-08-13 13:53:15
 1  0 134400 327448   6272 2095136    0    0   871    12  779  291 34  1 64  0  0 2026-08-13 13:53:25
 1  0 134400 310816   6280 2105792    0    0  1072    11  703  207 33  1 65  0  0 2026-08-13 13:53:35
 1  0 134400 302752   6288 2116116    0    0  1032    12  711  209 33  1 65  0  0 2026-08-13 13:53:45
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 134400 115584   4000 1724796    0    0   837    12  925  326 36  8 55  0  1 2026-08-13 13:53:55
 1  0 134400 943024   1196 1459704    0    0   512    11  896  400 35  5 59  0  1 2026-08-13 13:54:05
 2  0 134400 922892   1220 1472340    0    0  1262    37  772  279 33  1 65  1  0 2026-08-13 13:54:15
 1  0 134400 917108   1228 1482804    0    0  1045     6  738  233 33  1 65  1  0 2026-08-13 13:54:25
 1  0 134400 909044   1244 1491660    0    0   892    27  707  208 33  1 65  0  0 2026-08-13 13:54:35
 1  0 134400 902240   1252 1500884    0    0   919    11  706  213 34  1 65  0  0 2026-08-13 13:54:45
 1  0 134400 890396   1260 1511836    0    0  1098     7  814  325 34  1 65  0  0 2026-08-13 13:54:55
 1  0 134400 882080   1268 1520944    0    0   908     9  722  214 33  1 65  0  1 2026-08-13 13:55:05
 1  0 134400 872464   1308 1530908    0    0   996    41  722  235 34  1 65  0  0 2026-08-13 13:55:15
 1  0 134400 856484   1316 1544144    0    0  1326    12  736  231 34  1 65  0  0 2026-08-13 13:55:25
 1  0 134400 844668   1332 1554036    0    0   990    18  714  214 33  1 65  0  0 2026-08-13 13:55:35
 1  0 134400 836856   1348 1563192    0    0   918    13  722  220 33  1 65  0  0 2026-08-13 13:55:45
 1  0 133632 819980   1428 1592664  220    0  3053    50 1100  632 38 17 38  7  0 2026-08-13 13:55:55
 1  0 133632 816480   1444 1601008    0    0   838    22  736  233 33  1 65  0  0 2026-08-13 13:56:05
 1  0 133632 810400   1468 1609664    0    0   862    30  707  211 33  1 65  0  0 2026-08-13 13:56:15
 1  0 133632 800572   1476 1619420    0    0   970    22  710  207 33  1 65  0  1 2026-08-13 13:56:25
 1  0 133632 791500   1484 1628444    0    0   907     9  708  209 33  1 65  0  0 2026-08-13 13:56:35
 1  0 133632 779656   1492 1638488    0    0  1010    15  705  203 33  1 65  0  0 2026-08-13 13:56:45
 1  0 133632 768064   1500 1648012    0    0   944    10  718  221 34  1 65  0  0 2026-08-13 13:56:55
 1  0 133632 760000   1508 1657752    0    0   978    10  722  215 33  1 65  0  0 2026-08-13 13:57:05
 1  0 133632 752188   1532 1666436    0    0   864    23  707  210 33  1 65  0  0 2026-08-13 13:57:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 133632 744892   1540 1676044    0    0   958    13  707  211 33  1 65  0  0 2026-08-13 13:57:25
 1  0 133632 734308   1548 1686548    0    0  1055    10  780  287 33  1 65  0  0 2026-08-13 13:57:35
 1  0 133632 704156   1556 1714056    4    0  2756    12  802  307 34  2 63  1  0 2026-08-13 13:57:45
 1  0 133632 699144   1564 1722188    0    0   808    14  728  235 34  1 65  0  0 2026-08-13 13:57:55
 1  0 133632 683020   1572 1735188    0    0  1309    18  747  232 33  1 64  1  0 2026-08-13 13:58:05
 1  0 133632 675560   1596 1741652    0    0   639    61  713  219 34  1 65  0  0 2026-08-13 13:58:15
 1  0 133632 666488   1604 1753404    0    0  1173    17  699  199 33  1 65  0  0 2026-08-13 13:58:25
 1  0 133632 649352   1612 1768352    0    0  1499    10  725  218 33  1 64  1  0 2026-08-13 13:58:35
 1  0 133632 638264   1620 1776884    0    0   858    23  712  210 33  1 65  0  0 2026-08-13 13:58:45
 1  0 133632 630200   1628 1786988    0    0  1010    11  709  217 33  1 65  0  0 2026-08-13 13:58:55
 1  0 133632 614324   1636 1797812    0    0  1073    10  718  205 33  1 65  0  0 2026-08-13 13:59:05
 1  0 133632 613568   1692 1807888    0    0  1000    38  782  289 33  1 64  2  0 2026-08-13 13:59:15
 1  0 133632 598196   1700 1817112    3    0   926     6  727  210 33  2 64  0  1 2026-08-13 13:59:25
 1  0 133632 594680   1716 1827460    0    0  1033    21  805  302 33  1 64  1  1 2026-08-13 13:59:35
 1  0 133632 582584   1724 1836068    0    0   868    14  719  216 33  1 65  0  0 2026-08-13 13:59:45
 1  0 133632 573008   1732 1844800    0    0   872     9  716  217 33  1 65  0  0 2026-08-13 13:59:55
 1  0 133632 564944   1748 1854200    0    0   933    27  729  210 33  1 65  0  1 2026-08-13 14:00:05
 1  0 133632 549824   1772 1863416    0    0   931    26  715  214 33  1 65  0  1 2026-08-13 14:00:15
 1  0 133632 547616   1780 1872772    0    0   926    24  743  242 33  1 64  1  0 2026-08-13 14:00:25
 1  0 133632 536528   1788 1884428    0    0  1175     9  698  198 33  1 65  0  0 2026-08-13 14:00:35
 1  0 133376 525188   1796 1896416    0    0  1196    15  719  216 33  1 65  0  0 2026-08-13 14:00:45
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 133376 515540   1804 1906360    1    0   993    12  725  230 33  1 64  0  1 2026-08-13 14:00:55
 1  0 133376 507728   1828 1914492    0    0   817    39  728  215 33  1 65  0  1 2026-08-13 14:01:05
 1  0 133376 500504   1868 1923476    0    0   890    38  731  233 33  1 65  0  1 2026-08-13 14:01:15
 1  0 133376 488912   1876 1932120    0    0   872    10  705  208 33  1 65  0  0 2026-08-13 14:01:25
 1  0 133376 481604   1884 1940788    0    0   866    13  720  217 33  1 65  1  0 2026-08-13 14:01:35
 1  0 133376 467492   1892 1952108    0    0  1124    23  714  214 33  1 65  0  0 2026-08-13 14:01:45
 1  0 133376 455900   1900 1960388    0    0   837    11  728  227 33  1 65  0  0 2026-08-13 14:01:55
 1  0 133376 447836   1908 1969404    0    0   897    11  722  207 33  1 65  0  0 2026-08-13 14:02:05
 1  0 133376 431960   1932 1980836    0    0  1139    24  720  228 33  1 65  1  0 2026-08-13 14:02:15
 1  0 133376 428432   1940 1990828    0    0  1002    10  724  220 33  1 65  1  0 2026-08-13 14:02:25
 1  0 133376 416084   1948 2003068    0    0  1222    10  721  216 33  1 65  0  0 2026-08-13 14:02:35
 1  0 133376 398948   1956 2011960    0    0   894    15  698  200 33  1 65  0  0 2026-08-13 14:02:45
 1  0 133376 394104   1972 2022584    0    0  1061    34  734  236 34  1 64  0  0 2026-08-13 14:02:55
 1  0 133376 378256   1980 2033572    0    0  1098     8  737  226 33  2 64  0  0 2026-08-13 14:03:05
 1  0 133376 367168   2012 2042664    0    0   906    30  728  227 33  1 65  1  0 2026-08-13 14:03:15
 1  0 133376 359860   2028 2055208    0    0  1260    17  708  206 33  1 65  0  0 2026-08-13 14:03:25
 1  0 133376 347764   2036 2064672    0    0   939     7  707  209 33  1 65  0  0 2026-08-13 14:03:35
 1  0 133376 339452   2044 2074468    0    0   989    12  709  209 33  1 65  0  0 2026-08-13 14:03:45
 1  0 133376 332064   2052 2084816    0    0  1033    20  715  216 34  1 65  0  0 2026-08-13 14:03:55
 1  0 133376 133700    636 1706324    0    0   608     6  940  321 38 10 52  0  0 2026-08-13 14:04:05
 1  0 133376 886240    644 1493280    0    0  1236    24  901  431 36  5 59  0  0 2026-08-13 14:04:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 133376 882712    652 1507500    0    0  1420    19  727  221 33  1 65  0  0 2026-08-13 14:04:25
 1  0 133376 875420    660 1518804    0    0  1139    20  720  218 34  1 65  0  0 2026-08-13 14:04:35
 1  0 133376 859544    676 1530284    0    0  1139    31  718  213 33  1 65  0  0 2026-08-13 14:04:45
 1  0 133376 843668    684 1539680    0    0   941     4  707  203 33  1 65  0  0 2026-08-13 14:04:55
 1  0 133376 843416    692 1549964    0    0  1032     8  729  215 33  1 65  0  1 2026-08-13 14:05:05
 1  0 133376 831824    724 1561056    0    0  1119    34  726  222 33  1 64  0  1 2026-08-13 14:05:15
 1  0 133376 820136    740 1572228    0    0  1110    30  729  228 34  1 64  0  0 2026-08-13 14:05:25
 1  0 133376 808292    748 1581836    0    0   954     5  724  221 33  1 65  1  0 2026-08-13 14:05:35
 1  0 133376 793172    756 1594076    0    0  1223    16  701  206 34  1 65  0  0 2026-08-13 14:05:45
 1  0 133376 785360    764 1604580    0    0  1056    10  706  214 33  1 65  0  0 2026-08-13 14:05:55
 1  0 133376 775280    772 1615460    0    0  1082     9  789  287 33  1 65  0  0 2026-08-13 14:06:05
 1  0 133376 766716    796 1625980    0    0  1052    23  716  222 34  1 64  1  0 2026-08-13 14:06:15
 1  0 133376 756560    812 1636056    0    0  1007    24  739  233 34  1 64  1  0 2026-08-13 14:06:25
 1  0 133376 741692    828 1650048    0    0  1407    11  702  198 33  1 65  0  0 2026-08-13 14:06:35
 1  0 133376 722792    836 1660600    0    0  1048    27  709  206 34  1 65  0  0 2026-08-13 14:06:45
 1  0 133376 719768    852 1671864    0    0  1132    11  711  215 33  1 65  0  0 2026-08-13 14:06:55
 2  0 133376 703892    860 1683204    0    0  1137    12  706  205 33  1 65  0  0 2026-08-13 14:07:05
 1  0 133376 696080    892 1694752    0    0  1152    27  708  211 33  1 65  0  0 2026-08-13 14:07:15
 1  0 133376 685244    900 1705276    0    0  1051    12  706  206 33  1 65  0  0 2026-08-13 14:07:25
 1  0 133376 674408    908 1717228    0    0  1191    12  708  205 33  1 65  0  0 2026-08-13 14:07:35
 1  0 133376 658532    916 1728556    0    0  1132    10  703  198 33  1 65  0  0 2026-08-13 14:07:45
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
