procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 436480 1017388   1752 2681920    0    0    54     4  837  298 23 12 65  0  0 2026-08-16 15:44:25
 1  0 436480 984404   1768 2694364    0    0  1236    18  875  366 23 12 63  1  0 2026-08-16 15:44:35
 1  0 436480 986392   1780 2694364    0    0     0     4  824  284 23 11 66  0  0 2026-08-16 15:44:45
 1  0 436480 986392   1788 2694364    0    0     0     4  823  282 23 12 65  0  0 2026-08-16 15:44:55
 1  0 436480 986392   1796 2694364    0    0     0    42  825  295 23 12 65  0  0 2026-08-16 15:45:05
 1  0 436480 986392   1804 2694364    0    0     0     2  828  289 22 12 66  0  0 2026-08-16 15:45:15
 1  0 436480 986392   1812 2694364    0    0     0     2  822  280 23 11 66  0  0 2026-08-16 15:45:25
 1  0 436480 986392   1820 2694364    0    0     0     3  825  282 23 12 66  0  0 2026-08-16 15:45:35
 1  0 436480 986392   1828 2694364    0    0     0     2  819  279 23 11 66  0  0 2026-08-16 15:45:45
 1  0 436480 986392   1836 2694364    0    0     0     2  818  282 22 12 66  0  0 2026-08-16 15:45:55
 1  0 436480 986392   1844 2694364    1    0     1     2  835  302 23 12 65  0  0 2026-08-16 15:46:05
 1  0 436480 986392   1852 2694364    0    0     0     2  838  292 22 12 66  0  0 2026-08-16 15:46:15
 1  0 436480 986392   1860 2694364    0    0     0     2  839  290 23 11 66  0  0 2026-08-16 15:46:25
 1  0 436480 986392   1868 2694364    0    0     0     2  829  286 23 12 65  0  0 2026-08-16 15:46:35
 1  0 436480 985324   1876 2694364    0    0     0     2  837  289 23 11 66  0  0 2026-08-16 15:46:45
 1  0 436480 985324   1884 2694364    0    0     0     2  833  290 23 11 66  0  0 2026-08-16 15:46:55
 1  0 436480 985324   1892 2694364    0    0     0     2  832  293 23 11 66  0  0 2026-08-16 15:47:05
 1  0 436480 985324   1904 2694368    0    0     0     3  849  311 23 12 66  0  0 2026-08-16 15:47:15
 1  0 436480 985324   1912 2694368    0    0     0     3  830  286 23 12 66  0  0 2026-08-16 15:47:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 436480 985324   1920 2694368    0    0     0     4  832  284 23 12 66  0  0 2026-08-16 15:47:35
 1  0 436480 985324   1928 2694368    0    0     0    14  839  292 23 12 66  0  0 2026-08-16 15:47:45
 2  0 436480 985324   1936 2694752    0    0    19     4  834  297 23 12 65  0  0 2026-08-16 15:47:55
 1  0 436480 985324   1944 2694752    0    0     0     1  834  300 22 12 66  0  0 2026-08-16 15:48:05
 1  0 436480 985324   1952 2694752    0    0     0     1  825  287 22 12 66  0  0 2026-08-16 15:48:15
 1  0 436480 985324   1960 2694752    0    0     0     1  844  289 23 12 65  0  0 2026-08-16 15:48:25
 1  0 436480 985324   1968 2694752    0    0     0     2  831  287 23 11 66  0  0 2026-08-16 15:48:35
 1  0 436480 1210368   1976 2465504    1    0  7145     1  957  430 23 11 64  1  0 2026-08-16 15:48:45
 0  1 436480 598332   2004 3070772    0    0 34786  9033 1631 1009 25  6 57 12  0 2026-08-16 15:48:55
 1  0 436480 145660   2040 3520436    0    0 32482 24430 1731 1062 25  7 51 17  0 2026-08-16 15:49:05
10  1 436480 131216   2084 3551576    0    0 23032 26572 1383  740 25  8 51 16  0 2026-08-16 15:49:15
 0  2 436480 126904   2148 3552308    0    0 37890 172644 2131  802 16 20  8 56  0 2026-08-16 15:49:25
 9  0 436480 1179684   2160 2500532    0    0  4753 81124 1417  447 21 16 36 27  0 2026-08-16 15:49:35
 1  0 436480 1179684   2168 2500532    0    0     0  1422  838  286 23 12 65  0  0 2026-08-16 15:49:45
 1  0 436480 1179684   2176 2500532    0    0     0     1  844  291 23 12 65  0  0 2026-08-16 15:49:55
 1  0 436480 1179684   2184 2500532    0    0     0     2  834  288 23 12 65  0  0 2026-08-16 15:50:05
 1  0 436480 1179684   2192 2500532    0    0     0     6  827  284 22 12 66  0  0 2026-08-16 15:50:15
 1  0 436480 1177672   2208 2500532    0    0     0     3  850  307 23 12 65  0  0 2026-08-16 15:50:25
 1  0 436480 1177672   2216 2500532    0    0     0    16  867  293 22 11 64  0  2 2026-08-16 15:50:35
 1  0 436480 1177672   2224 2500532    0    0     0     2  824  281 23 11 66  0  0 2026-08-16 15:50:45
 1  0 436480 1177672   2232 2500532    0    0     0     2  820  280 23 11 66  0  0 2026-08-16 15:50:55
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 436480 1176664   2240 2501556    1    0    77     2  844  305 23 12 65  0  0 2026-08-16 15:51:05
 1  0 436480 1176664   2248 2501556    0    0     0     2  825  283 23 11 66  0  0 2026-08-16 15:51:15
 1  0 436480 1176664   2256 2501556    0    0     0     2  837  292 23 11 66  0  0 2026-08-16 15:51:25
 1  0 436480 1176664   2264 2501556    0    0     0    15  835  291 23 11 66  0  0 2026-08-16 15:51:35
 1  0 436480 339384   2272 2501556    0    0     0     2 1002  417 27 15 58  0  0 2026-08-16 15:51:45
 1  0 438016 1848352    764 1834348    0  155     0   157 1252  764 30 24 47  0  0 2026-08-16 15:51:55
 1  0 438016 1848352    772 1834348    0    0     0     2  831  292 23 12 65  0  0 2026-08-16 15:52:05
 1  0 438016 1848352    780 1834348    0    0     0     2  825  288 23 12 66  0  0 2026-08-16 15:52:15
 2  0 438016 1848352    788 1834348   13    0    13     2  826  287 23 12 64  1  0 2026-08-16 15:52:25
 1  0 438016 1848352    796 1834348    0    0     0     2  828  287 23 12 65  0  0 2026-08-16 15:52:35
 1  0 438016 1848128    804 1834348    0    0     0     2  839  288 22 12 66  0  0 2026-08-16 15:52:45
 1  0 438016 1848128    812 1834348    0    0     0     2  826  283 23 11 66  0  0 2026-08-16 15:52:55
 2  0 438016 1848128    820 1834388    2    0     4     2  831  296 23 12 65  0  0 2026-08-16 15:53:05
 2  0 438016 1848128    828 1834392    0    0     0     3  823  285 23 11 66  0  0 2026-08-16 15:53:15
 1  0 438016 1848128    836 1834392    0    0     0     4  831  284 23 11 66  0  0 2026-08-16 15:53:25
 1  0 438016 1848128    844 1834392    0    0     0     2  826  286 22 12 66  0  0 2026-08-16 15:53:35
 1  0 438016 1848128    852 1834392    0    0     0     2  828  283 23 12 65  0  0 2026-08-16 15:53:45
 1  0 438016 1848128    860 1834392    0    0     0     2  839  289 23 11 66  0  0 2026-08-16 15:53:55
 1  0 438016 1848840    868 1834392    0    0     0     2  841  302 22 12 65  0  0 2026-08-16 15:54:05
 1  0 438016 1848840    876 1834392    0    0     0     2  831  287 23 11 66  0  0 2026-08-16 15:54:15
 1  0 438016 1848840    884 1834392    0    0     0     2  836  290 23 11 66  0  0 2026-08-16 15:54:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 438016 1848840    892 1834392    0    0     0     2  832  288 23 11 66  0  0 2026-08-16 15:54:35
 1  0 438016 1848840    900 1834392    0    0     0     2  833  286 23 11 66  0  0 2026-08-16 15:54:45
 1  0 438016 1833220    908 1847284    3    0  1259    40  893  363 23 12 63  2  0 2026-08-16 15:54:55
 1  0 438016 1833220    916 1847284    0    0     0     6  834  300 23 11 66  0  0 2026-08-16 15:55:05
 1  0 438016 1833220    924 1847284    0    0     0     2  837  296 23 11 66  0  0 2026-08-16 15:55:15
 1  0 438016 1833220    940 1847284    0    0     0     3  845  291 23 12 66  0  0 2026-08-16 15:55:25
 1  0 438016 1833220    948 1847284    0    0     0     2  829  286 23 12 65  0  0 2026-08-16 15:55:35
 1  0 438016 1833220    956 1847284    0    0     0     2  825  283 23 11 66  0  0 2026-08-16 15:55:45
 1  0 438016 1833220    964 1847284    0    0     0     2  836  291 22 12 66  0  0 2026-08-16 15:55:55
 2  0 438016 1833220    972 1847284    0    0     0     2  846  306 23 11 66  0  0 2026-08-16 15:56:05
 1  0 438016 1833220    980 1847284    0    0     0     2  814  281 23 11 66  0  0 2026-08-16 15:56:15
 2  0 438016 1592076    992 2094460    0    0 29998  9020 1515  892 19 13 57 11  0 2026-08-16 15:56:25
 1  0 438016 1123872   1008 2544688    1    0 25495 14751 1481  847 21 12 53 14  0 2026-08-16 15:56:35
 1  0 438016 616104   1024 3046488    1    0 31430     8 1429  802 19 13 62  6  0 2026-08-16 15:56:45
 1  0 438016 111000   1044 3572008    0   17 36920 48477 1677  803 20 14 37 29  0 2026-08-16 15:56:55
 1  1 438016 115348   1048 3558408    0    0 51891 132578 1855  623 20 22 11 47  0 2026-08-16 15:57:05
 1  0 438016 1128840   1068 2566388    0    0 15549 114480 1405  408 20 19 28 34  0 2026-08-16 15:57:15
 1  0 438016 1128084   1080 2566388    0    0     0    38  854  312 23 11 65  0  0 2026-08-16 15:57:25
 1  0 438016 1128084   1088 2566388    0    0     0     2  835  287 23 11 66  0  0 2026-08-16 15:57:35
 1  0 438016 1128084   1096 2566388    0    0     0     2  842  288 23 12 65  0  0 2026-08-16 15:57:45
 1  0 438016 1128084   1104 2566388    0    0     0     2  836  289 23 11 65  0  0 2026-08-16 15:57:55
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 438016 1128084   1112 2566388    0    0     0     2  853  310 23 12 66  0  0 2026-08-16 15:58:05
 1  0 438016 1128084   1120 2566388    0    0     0     2  837  290 23 11 65  0  0 2026-08-16 15:58:15
 1  0 438016 1128084   1128 2566388    0    0     0     2  824  281 23 11 66  0  0 2026-08-16 15:58:25
 1  0 438016 1128084   1136 2566388    0    0     0     2  827  284 23 11 65  0  0 2026-08-16 15:58:35
 1  0 438016 1128084   1144 2566388    0    0     0     2  824  282 23 11 66  0  0 2026-08-16 15:58:45
 1  0 438016 1128084   1152 2566388    0    0     0     2  822  282 23 12 66  0  0 2026-08-16 15:58:55
 1  0 438016 1128084   1160 2566388    0    0     0     2  844  300 23 12 65  0  0 2026-08-16 15:59:05
 1  0 438016 1128084   1168 2566392    0    0     0     3  838  294 23 12 66  0  0 2026-08-16 15:59:15
 1  0 438016 1128272   1196 2566744   20    0    56    20  859  308 23 12 65  0  0 2026-08-16 15:59:25
 1  0 438016 1128272   1204 2566752    0    0     0     2  836  287 23 11 66  0  0 2026-08-16 15:59:35
 1  0 438016 1128272   1212 2566752    0    0     0     2  828  281 23 11 65  0  0 2026-08-16 15:59:45
 1  0 438016 1128048   1220 2566752    0    0     0     2  827  286 23 12 66  0  0 2026-08-16 15:59:55
 1  0 438016 1128048   1228 2566752    0    0     0     3  831  292 23 12 66  0  0 2026-08-16 16:00:05
 1  0 438016 1127796   1236 2566752    0    0     0     2  815  283 23 11 66  0  0 2026-08-16 16:00:15
 1  0 438016 1127796   1244 2566752    0    0     0     2  821  280 23 11 65  0  0 2026-08-16 16:00:25
 1  0 438016 1127796   1252 2566752    0    0     0     2  824  283 23 11 66  0  0 2026-08-16 16:00:35
 1  0 438016 1127796   1260 2566752    0    0     0     2  818  278 24 11 66  0  0 2026-08-16 16:00:45
 1  0 438016 1127796   1268 2566752    0    0     0     2  815  278 22 12 66  0  0 2026-08-16 16:00:55
 1  0 438016 1127796   1276 2566752    0    0     0     2  828  289 23 12 65  0  0 2026-08-16 16:01:05
 1  0 438016 1127796   1284 2566752    0    0     0     2  815  278 22 13 66  0  0 2026-08-16 16:01:15
 1  0 438016 1125912   1292 2566908    0    0    16     2  842  297 23 12 65  0  0 2026-08-16 16:01:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 438016 1125912   1300 2566908    0    0     0    18  838  294 23 11 65  0  0 2026-08-16 16:01:35
 1  0 438016 1125912   1308 2566908    0    0     0     2  825  280 23 12 65  0  0 2026-08-16 16:01:45
 1  0 438016 583896   1316 2566908    0    0     0     2  952  373 26 13 60  0  0 2026-08-16 16:01:55
 2  0 438016 1795600   1324 1870064    0    0     0     2 1321  795 32 27 41  0  0 2026-08-16 16:02:05
 1  0 438016 1800332   1332 1870064    0    0     0     2  851  299 23 13 64  0  0 2026-08-16 16:02:15
 1  0 438016 1800080   1340 1870064    0    0     0     2  836  288 22 12 66  0  0 2026-08-16 16:02:25
 1  0 438016 1800080   1348 1870064    0    0     0     2  832  287 23 12 66  0  0 2026-08-16 16:02:35
 1  0 438016 1800080   1356 1870064    0    0     0     2  824  282 22 12 66  0  0 2026-08-16 16:02:45
 1  0 438016 1800080   1364 1870064    0    0     0     2  830  294 23 12 65  0  0 2026-08-16 16:02:55
 1  0 438016 1799828   1372 1870064    0    0     0     2  845  306 24 11 65  0  0 2026-08-16 16:03:05
 1  0 438016 1799828   1380 1870064    0    0     0     2  833  289 23 11 66  0  0 2026-08-16 16:03:15
 1  0 438016 1799828   1388 1870064    0    0     0     2  829  283 24 11 65  0  0 2026-08-16 16:03:25
 1  0 438016 1799828   1396 1870064    0    0     0     2  844  290 23 11 66  0  0 2026-08-16 16:03:35
 1  0 438016 1799828   1404 1870064    0    0     0     2  848  291 23 11 66  0  0 2026-08-16 16:03:45
 1  0 438016 1799828   1412 1870064    0    0     0     2  818  280 23 11 66  0  0 2026-08-16 16:03:55
